tkn_pair,oracle_price,time,id,block_number
DOT/USD,422634844,1745867090,164999,7430169
DOT/USD,419217865,1745863248,164946,7429863
DOT/USD,416734321,1745862407,164931,7429796
DOT/USD,414249302,1745858207,164841,7429465
DOT/USD,411795615,1745857847,164833,7429436
DOT/USD,409498246,1745855207,164768,7429231
DOT/USD,411561982,1745853768,164724,7429116
DOT/USD,413951002,1745853047,164701,7429057
DOT/USD,416418910,1745850768,164661,7428876
DOT/USD,418574446,1745849927,164655,7428808
DOT/USD,416047166,1745849088,164653,7428740
DOT/USD,413970556,1745848848,164651,7428721
DOT/USD,417057615,1745847528,164617,7428613
DOT/USD,419457452,1745847048,164600,7428575
DOT/USD,421834239,1745841888,164553,7428165
DOT/USD,424415637,1745837207,164525,7427791
DOT/USD,422205338,1745836727,164514,7427752
DOT/USD,420033100,1745836488,164506,7427732
DOT/USD,418840824,1745836009,164482,7427697
DOT/USD,421461090,1745834807,164439,7427605
DOT/USD,423599358,1745833607,164389,7427511
DOT/USD,425972674,1745831567,164280,7427358
DOT/USD,423654384,1745831087,164265,7427319
DOT/USD,421345214,1745830368,164262,7427260
DOT/USD,423540300,1745827849,164214,7427063
DOT/USD,421287850,1745825207,164202,7426855
DOT/USD,418861975,1745822328,164173,7426631
DOT/USD,416489151,1745821367,164157,7426556
DOT/USD,414191602,1745820768,164148,7426507
DOT/USD,412094995,1745816448,164111,7426167
DOT/USD,414242529,1745814407,164095,7426011
DOT/USD,411894051,1745811287,164077,7425775
DOT/USD,409720193,1745810327,164061,7425699
DOT/USD,407325041,1745807687,164034,7425494
DOT/USD,404906219,1745806008,164020,7425371
DOT/USD,402481039,1745804208,163994,7425234
DOT/USD,405564865,1745803368,163967,7425169
DOT/USD,408634439,1745801448,163949,7425022
DOT/USD,410756307,1745800488,163937,7424950
DOT/USD,407581353,1745800081,163930,7424919
DOT/USD,407767610,1745799651,163926,7424885
DOT/USD,405715776,1745799175,163920,7424849
DOT/USD,407897550,1745798568,163887,7424802
DOT/USD,410706739,1745794967,163857,7424529
DOT/USD,413129353,1745789687,163823,7424106
DOT/USD,410989613,1745788008,163809,7423975
DOT/USD,413145745,1745782487,163765,7423542
DOT/USD,411009281,1745779487,163748,7423304
DOT/USD,408805232,1745774327,163693,7422895
DOT/USD,406766314,1745771687,163653,7422685
DOT/USD,409829091,1745767847,163581,7422379
DOT/USD,412361056,1745761727,163549,7421887
DOT/USD,410131215,1745756807,163514,7421490
DOT/USD,412437318,1745750088,163452,7420955
DOT/USD,413308922,1745749247,163447,7420890
DOT/USD,415554574,1745743607,163408,7420451
DOT/USD,413457411,1745731368,163316,7419481
DOT/USD,415695637,1745728608,163258,7419269
DOT/USD,417797056,1745717810,163151,7418424
DOT/USD,420097742,1745717099,163123,7418367
DOT/USD,422427501,1745716973,163102,7418358
DOT/USD,424754195,1745716851,163091,7418348
DOT/USD,427479519,1745708207,163002,7417659
DOT/USD,429644809,1745703287,162961,7417278
DOT/USD,427451990,1745680128,162780,7415453
DOT/USD,425291485,1745678087,162755,7415293
DOT/USD,422989199,1745675928,162731,7415123
DOT/USD,420673478,1745675207,162715,7415066
DOT/USD,423000794,1745674247,162698,7414991
DOT/USD,425317127,1745667647,162622,7414465
DOT/USD,427880686,1745663689,162581,7414160
DOT/USD,429072984,1745662007,162578,7414031
DOT/USD,426760381,1745660088,162559,7413881
DOT/USD,429026598,1745659368,162556,7413827
DOT/USD,426826142,1745658288,162544,7413741
DOT/USD,429740615,1745656972,162516,7413635
DOT/USD,432563993,1745656127,162503,7413570
DOT/USD,429968434,1745655167,162498,7413493
DOT/USD,432133248,1745651688,162453,7413220
DOT/USD,429889594,1745649407,162425,7413039
DOT/USD,427652261,1745645809,162416,7412755
DOT/USD,425107123,1745644007,162388,7412617
DOT/USD,427679573,1745639087,162336,7412239
DOT/USD,430229743,1745638607,162329,7412203
DOT/USD,432747011,1745633567,162285,7411816
DOT/USD,435483835,1745632847,162280,7411763
DOT/USD,432873596,1745631408,162253,7411654
DOT/USD,428957283,1745626488,162219,7411285
DOT/USD,426374458,1745623487,162207,7411057
DOT/USD,428523059,1745622167,162203,7410958
DOT/USD,430762553,1745621448,162200,7410906
DOT/USD,427967440,1745620128,162184,7410804
DOT/USD,425483047,1745616407,162157,7410530
DOT/USD,428157457,1745614368,162148,7410373
DOT/USD,425740492,1745612808,162138,7410249
DOT/USD,428266272,1745604648,162045,7409602
DOT/USD,426088654,1745603328,162031,7409499
DOT/USD,428360071,1745602728,162019,7409454
DOT/USD,431072900,1745599248,161990,7409180
DOT/USD,428333095,1745597687,161978,7409054
DOT/USD,430544981,1745592530,161892,7408644
DOT/USD,427862653,1745590127,161869,7408459
DOT/USD,425613294,1745588449,161864,7408326
DOT/USD,423340036,1745588088,161860,7408298
DOT/USD,426005531,1745585448,161834,7408087
DOT/USD,428331668,1745584007,161783,7407976
DOT/USD,431695601,1745583288,161766,7407922
DOT/USD,429196228,1745581007,161727,7407745
DOT/USD,431505756,1745579807,161675,7407655
DOT/USD,428746928,1745577288,161631,7407461
DOT/USD,428971148,1745576207,161621,7407379
DOT/USD,431229092,1745573327,161558,7407154
DOT/USD,433695451,1745571287,161529,7406991
DOT/USD,431005495,1745568527,161495,7406771
DOT/USD,433219641,1745566007,161442,7406570
DOT/USD,435455842,1745564568,161416,7406456
DOT/USD,432919988,1745562647,161354,7406302
DOT/USD,430397164,1745559407,161310,7406046
DOT/USD,433272502,1745559287,161305,7406037
DOT/USD,430675423,1745559047,161300,7406017
DOT/USD,428457839,1745558087,161283,7405939
DOT/USD,426186791,1745552567,161218,7405501
DOT/USD,423919855,1745549807,161198,7405283
DOT/USD,426189869,1745547527,161131,7405100
DOT/USD,428851742,1745547047,161100,7405060
DOT/USD,431593219,1745546447,161079,7405010
DOT/USD,434376618,1745545847,161075,7404962
DOT/USD,436708452,1745545128,161060,7404906
DOT/USD,433965768,1745543448,160973,7404776
DOT/USD,430987294,1745542487,160951,7404700
DOT/USD,428569767,1745540207,160931,7404524
DOT/USD,426406932,1745539007,160921,7404427
DOT/USD,424142398,1745536967,160912,7404270
DOT/USD,426274861,1745535167,160885,7404129
DOT/USD,428431109,1745534327,160884,7404062
DOT/USD,425977816,1745531567,160850,7403840
DOT/USD,423842233,1745530247,160836,7403735
DOT/USD,426032431,1745528927,160828,7403633
DOT/USD,423771330,1745525447,160791,7403356
DOT/USD,421267132,1745521487,160727,7403043
DOT/USD,423793221,1745520527,160725,7402965
DOT/USD,421615960,1745517887,160699,7402755
DOT/USD,419035717,1745517287,160668,7402708
DOT/USD,416844622,1745515847,160640,7402598
DOT/USD,414698446,1745515367,160628,7402559
DOT/USD,418361806,1745514768,160607,7402510
DOT/USD,421982501,1745514287,160597,7402474
DOT/USD,419433318,1745513207,160564,7402388
DOT/USD,417189216,1745511647,160530,7402266
DOT/USD,415025137,1745511407,160528,7402245
DOT/USD,412777290,1745509969,160507,7402133
DOT/USD,414977026,1745507568,160450,7401952
DOT/USD,411975863,1745507207,160434,7401923
DOT/USD,409853413,1745506247,160398,7401845
DOT/USD,407102687,1745505407,160394,7401780
DOT/USD,404764050,1745503488,160357,7401632
DOT/USD,401976009,1745502167,160350,7401531
DOT/USD,404009353,1745501448,160332,7401476
DOT/USD,400684358,1745490889,160274,7400655
DOT/USD,400483949,1745490647,160267,7400637
DOT/USD,398481157,1745488367,160254,7400460
DOT/USD,396443890,1745486207,160218,7400294
DOT/USD,394468350,1745484288,160190,7400144
DOT/USD,396854161,1745483327,160181,7400069
DOT/USD,398951562,1745480328,160149,7399835
DOT/USD,401769074,1745477207,160128,7399591
DOT/USD,403950417,1745476247,160122,7399519
DOT/USD,401761133,1745475887,160112,7399490
DOT/USD,398992825,1745475528,160102,7399462
DOT/USD,401201467,1745471208,160067,7399129
DOT/USD,398794219,1745467007,159980,7398809
DOT/USD,400834109,1745465807,159951,7398717
DOT/USD,402985210,1745463527,159931,7398546
DOT/USD,405048906,1745462807,159926,7398489
DOT/USD,408016097,1745461127,159923,7398357
DOT/USD,405913189,1745457288,159910,7398050
DOT/USD,408152773,1745454408,159891,7397820
DOT/USD,410485102,1745448287,159874,7397341
DOT/USD,408136459,1745444207,159858,7397020
DOT/USD,410279936,1745443007,159848,7396926
DOT/USD,408094352,1745438927,159837,7396607
DOT/USD,406012017,1745437968,159831,7396535
DOT/USD,408080425,1745437367,159828,7396491
DOT/USD,405338369,1745436647,159826,7396436
DOT/USD,407710582,1745435687,159805,7396361
DOT/USD,410559599,1745434367,159790,7396258
DOT/USD,412668860,1745433527,159766,7396194
DOT/USD,414841356,1745432567,159751,7396118
DOT/USD,412281824,1745431367,159721,7396023
DOT/USD,409695322,1745429927,159715,7395909
DOT/USD,411977966,1745427888,159690,7395747
DOT/USD,409408146,1745426329,159654,7395621
DOT/USD,405998658,1745425367,159637,7395542
DOT/USD,408414244,1745424408,159624,7395470
DOT/USD,406009969,1745422616,159604,7395334
DOT/USD,403909702,1745421530,159574,7395246
DOT/USD,406842568,1745420690,159551,7395180
DOT/USD,410297656,1745418421,159530,7395000
DOT/USD,407965253,1745417941,159524,7394963
DOT/USD,411048891,1745417105,159499,7394902
DOT/USD,407915476,1745416860,159497,7394882
DOT/USD,410306557,1745416609,159494,7394864
DOT/USD,412540859,1745415409,159477,7394768
DOT/USD,415602100,1745414328,159471,7394683
DOT/USD,413169332,1745413487,159463,7394615
DOT/USD,410670010,1745412167,159441,7394511
DOT/USD,413620787,1745410367,159417,7394366
DOT/USD,410937762,1745409167,159406,7394269
DOT/USD,413637932,1745407007,159380,7394098
DOT/USD,411479747,1745404488,159363,7393902
DOT/USD,411297173,1745402807,159352,7393768
DOT/USD,413696636,1745402327,159346,7393730
DOT/USD,415975321,1745400167,159328,7393557
DOT/USD,418299282,1745399087,159296,7393471
DOT/USD,415261828,1745398007,159258,7393386
DOT/USD,412893021,1745396687,159246,7393278
DOT/USD,410362133,1745395968,159212,7393223
DOT/USD,407816657,1745385887,159099,7392439
DOT/USD,409918639,1745383847,159069,7392272
DOT/USD,407547363,1745382167,159061,7392145
DOT/USD,409605687,1745380967,159041,7392055
DOT/USD,407546010,1745380247,159030,7392002
DOT/USD,405456795,1745379047,159007,7391909
DOT/USD,403298253,1745378207,159002,7391846
DOT/USD,405464649,1745376767,158995,7391739
DOT/USD,403179658,1745374847,158979,7391595
DOT/USD,401008475,1745373648,158974,7391507
DOT/USD,403508691,1745367527,158925,7391048
DOT/USD,400603161,1745366447,158898,7390966
DOT/USD,403113768,1745364647,158882,7390833
DOT/USD,401096472,1745364287,158879,7390805
DOT/USD,403187551,1745363568,158870,7390752
DOT/USD,401108711,1745359258,158808,7390412
DOT/USD,399059674,1745358651,158798,7390365
DOT/USD,396476026,1745358408,158779,7390346
DOT/USD,393847844,1745356967,158741,7390233
DOT/USD,391130951,1745351928,158675,7389862
DOT/USD,388907132,1745350728,158638,7389771
DOT/USD,391507853,1745345328,158560,7389350
DOT/USD,389430656,1745343288,158548,7389192
DOT/USD,387294152,1745342327,158537,7389117
DOT/USD,389362291,1745341488,158503,7389049
DOT/USD,387015163,1745340527,158496,7388977
DOT/USD,389513248,1745338967,158460,7388855
DOT/USD,386588301,1745336330,158338,7388653
DOT/USD,388962540,1745335968,158326,7388625
DOT/USD,391845093,1745334780,158276,7388531
DOT/USD,389848500,1745334184,158244,7388483
DOT/USD,387035299,1745333209,158214,7388407
DOT/USD,384586948,1745332848,158192,7388378
DOT/USD,382384737,1745329971,158158,7388150
DOT/USD,380478415,1745329488,158153,7388112
DOT/USD,378359962,1745328647,158143,7388047
DOT/USD,381128581,1745327808,158139,7387981
DOT/USD,378507441,1745327208,158137,7387933
DOT/USD,376473600,1745325768,158123,7387820
DOT/USD,378755730,1745321087,158104,7387449
DOT/USD,376845536,1745319288,158097,7387313
DOT/USD,374759823,1745318089,158075,7387219
DOT/USD,373111358,1745315687,158070,7387036
DOT/USD,375118400,1745313168,158038,7386842
DOT/USD,377152751,1745310287,158018,7386614
DOT/USD,379228683,1745309928,158016,7386587
DOT/USD,377061959,1745307408,157991,7386394
DOT/USD,375119432,1745307167,157983,7386380
DOT/USD,372202686,1745306567,157972,7386334
DOT/USD,370309139,1745303447,157938,7386093
DOT/USD,372418150,1745302847,157929,7386046
DOT/USD,374594655,1745300567,157918,7385868
DOT/USD,372423381,1745298047,157868,7385672
DOT/USD,374591894,1745292887,157822,7385265
DOT/USD,376583038,1745288927,157812,7384948
DOT/USD,378903299,1745285451,157781,7384685
DOT/USD,380833316,1745284968,157771,7384649
DOT/USD,378691512,1745284728,157768,7384630
DOT/USD,375595429,1745284247,157764,7384594
DOT/USD,373630137,1745282208,157743,7384442
DOT/USD,375811375,1745281969,157739,7384422
DOT/USD,377737157,1745276807,157698,7384033
DOT/USD,379870512,1745273207,157670,7383761
DOT/USD,381950251,1745270447,157632,7383550
DOT/USD,384108549,1745268528,157620,7383397
DOT/USD,382158930,1745267687,157613,7383332
DOT/USD,384227567,1745263247,157583,7382989
DOT/USD,381970169,1745255452,157440,7382395
DOT/USD,379965425,1745255211,157437,7382376
DOT/USD,383065557,1745254728,157429,7382338
DOT/USD,385011522,1745254007,157416,7382280
DOT/USD,387060784,1745252927,157409,7382200
DOT/USD,389157694,1745250287,157336,7381994
DOT/USD,391494999,1745246930,157287,7381733
DOT/USD,393633713,1745245856,157249,7381649
DOT/USD,391269069,1745245248,157226,7381600
DOT/USD,388414905,1745244048,157198,7381506
DOT/USD,391277249,1745242487,157157,7381382
DOT/USD,389138356,1745240087,157114,7381191
DOT/USD,391223809,1745238167,157109,7381036
DOT/USD,389220686,1745234688,157077,7380759
DOT/USD,391461606,1745231688,157050,7380534
DOT/USD,391516470,1745230007,157035,7380409
DOT/USD,393596529,1745227127,156943,7380187
DOT/USD,395833387,1745222567,156883,7379839
DOT/USD,393825305,1745218367,156797,7379520
DOT/USD,396155024,1745216207,156787,7379351
DOT/USD,394085750,1745215967,156776,7379330
DOT/USD,391773108,1745214527,156756,7379218
DOT/USD,389489467,1745209127,156716,7378810
DOT/USD,391783326,1745203367,156642,7378381
DOT/USD,393998105,1745195454,156539,7377801
DOT/USD,391323813,1745195208,156535,7377781
DOT/USD,388224792,1745186567,156507,7377111
DOT/USD,390321580,1745179608,156377,7376568
DOT/USD,387700181,1745174208,156355,7376153
DOT/USD,389676345,1745166288,156275,7375535
DOT/USD,387708981,1745165327,156269,7375457
DOT/USD,385724539,1745158487,156223,7374933
DOT/USD,383308200,1745156568,156200,7374788
DOT/USD,380918017,1745152608,156180,7374481
DOT/USD,382840612,1745146247,156115,7373992
DOT/USD,384947675,1745145288,156093,7373921
DOT/USD,386057161,1745136888,156030,7373267
DOT/USD,388312378,1745133167,155998,7372983
DOT/USD,391115091,1745129928,155953,7372737
DOT/USD,393115069,1745123808,155901,7372273
DOT/USD,391079294,1745121407,155895,7372096
DOT/USD,389051013,1745120567,155886,7372030
DOT/USD,386986804,1745116007,155830,7371689
DOT/USD,389028679,1745113367,155814,7371491
DOT/USD,386983607,1745112647,155813,7371439
DOT/USD,389597927,1745111327,155804,7371338
DOT/USD,387541815,1745110727,155803,7371292
DOT/USD,389626732,1745107847,155775,7371076
DOT/USD,387163251,1745103167,155687,7370727
DOT/USD,385171076,1745100287,155665,7370515
DOT/USD,383091814,1745098367,155634,7370364
DOT/USD,381153394,1745096927,155605,7370253
DOT/USD,379015840,1745093328,155586,7369970
DOT/USD,377078166,1745085887,155501,7369398
DOT/USD,374817455,1745084328,155477,7369281
DOT/USD,372342455,1745077368,155427,7368747
DOT/USD,374214225,1745076409,155418,7368674
DOT/USD,372125859,1745073289,155409,7368431
DOT/USD,374024059,1745064167,155216,7367705
DOT/USD,372160640,1745058888,155134,7367294
DOT/USD,373550527,1745048807,155075,7366502
DOT/USD,371689084,1745045807,155063,7366261
DOT/USD,373651883,1745033567,154966,7365306
DOT/USD,371659363,1745030088,154956,7365034
DOT/USD,369566133,1745026127,154947,7364726
DOT/USD,367440939,1745025289,154936,7364660
DOT/USD,364892268,1745024569,154934,7364602
DOT/USD,366767569,1745021207,154900,7364340
DOT/USD,368704096,1745017607,154897,7364063
DOT/USD,370674294,1745012207,154869,7363643
DOT/USD,368299392,1745010288,154846,7363490
DOT/USD,370547672,1744993368,154517,7362173
DOT/USD,368444611,1744989047,154486,7361838
DOT/USD,370566749,1744985687,154452,7361578
DOT/USD,372563794,1744977887,154411,7360961
DOT/USD,370487242,1744972487,154374,7360552
DOT/USD,370169625,1744971407,154353,7360470
DOT/USD,372116436,1744969728,154327,7360340
DOT/USD,370030292,1744968647,154297,7360257
DOT/USD,368064435,1744963367,154193,7359839
DOT/USD,366051881,1744959048,154125,7359502
DOT/USD,368031030,1744955567,154095,7359230
DOT/USD,365912184,1744954007,154093,7359111
DOT/USD,367751797,1744951487,154081,7358920
DOT/USD,365744708,1744948367,154072,7358674
DOT/USD,363830192,1744945850,154032,7358477
DOT/USD,365936566,1744944768,154010,7358391
DOT/USD,364004558,1744938887,153965,7357925
DOT/USD,361829614,1744937927,153957,7357847
DOT/USD,363985966,1744934567,153941,7357583
DOT/USD,362108810,1744930128,153907,7357234
DOT/USD,364104552,1744923767,153842,7356726
DOT/USD,366083342,1744921968,153783,7356592
DOT/USD,364134508,1744920167,153754,7356451
DOT/USD,361803530,1744917648,153708,7356256
DOT/USD,364255220,1744917168,153698,7356217
DOT/USD,366565641,1744912128,153592,7355827
DOT/USD,364471238,1744909008,153532,7355584
DOT/USD,361670118,1744908647,153505,7355555
DOT/USD,366192121,1744908168,153431,7355520
DOT/USD,368195500,1744907688,153401,7355485
DOT/USD,366121415,1744906968,153370,7355426
DOT/USD,364085155,1744905407,153297,7355302
DOT/USD,362249608,1744903128,153214,7355127
DOT/USD,360290427,1744902408,153170,7355072
DOT/USD,357908744,1744900608,153115,7354936
DOT/USD,360719506,1744899047,153044,7354812
DOT/USD,363102482,1744891608,152863,7354227
DOT/USD,365344783,1744888128,152666,7353963
DOT/USD,363431223,1744886090,152550,7353800
DOT/USD,363511936,1744879847,152426,7353312
DOT/USD,365983969,1744875768,152204,7352987
DOT/USD,367923283,1744872047,152048,7352703
DOT/USD,365233281,1744871328,151931,7352648
DOT/USD,363322318,1744870967,151909,7352621
DOT/USD,361176117,1744868087,151821,7352399
DOT/USD,359302231,1744866167,151752,7352258
DOT/USD,357280081,1744865207,151682,7352184
DOT/USD,355457159,1744857407,151433,7351608
DOT/USD,357446298,1744852488,151247,7351249
DOT/USD,355553925,1744850207,151177,7351080
DOT/USD,357565566,1744848647,151062,7350963
DOT/USD,355105784,1744846487,150986,7350808
DOT/USD,357128515,1744844807,150966,7350683
DOT/USD,358943098,1744841807,150848,7350459
DOT/USD,360769438,1744838687,150647,7350227
DOT/USD,358478472,1744837488,150564,7350136
DOT/USD,356402586,1744837128,150535,7350109
DOT/USD,358231500,1744836288,150499,7350048
DOT/USD,360444388,1744834967,150380,7349950
DOT/USD,358491755,1744833528,150298,7349845
DOT/USD,356149968,1744833048,150235,7349811
DOT/USD,353923860,1744832927,150200,7349802
DOT/USD,352060554,1744831487,150107,7349695
DOT/USD,354086607,1744828614,149947,7349481
DOT/USD,356040475,1744828131,149896,7349445
DOT/USD,353307129,1744827300,149795,7349384
DOT/USD,351304013,1744826814,149780,7349348
DOT/USD,348156395,1744826332,149751,7349313
DOT/USD,350067959,1744825848,149716,7349277
DOT/USD,353341608,1744825367,149692,7349240
DOT/USD,356159755,1744824888,149648,7349206
DOT/USD,358881548,1744824048,149570,7349145
DOT/USD,356424136,1744822607,149514,7349045
DOT/USD,353230137,1744821528,149429,7348964
DOT/USD,356064359,1744819007,149318,7348777
DOT/USD,358333521,1744818168,149234,7348717
DOT/USD,360408735,1744817208,149189,7348646
DOT/USD,357665376,1744816488,149132,7348594
DOT/USD,355799052,1744813967,148815,7348415
DOT/USD,353472540,1744813367,148783,7348373
DOT/USD,351596569,1744810727,148578,7348198
DOT/USD,349387275,1744809528,148502,7348117
DOT/USD,351273134,1744807487,148353,7347981
DOT/USD,353338707,1744806407,148276,7347911
DOT/USD,351486853,1744799688,147501,7347465
DOT/USD,350718425,1744797168,147227,7347296
DOT/USD,352538331,1744795847,147062,7347212
DOT/USD,354591912,1744792969,146539,7347021
DOT/USD,352202410,1744792247,146422,7346974
DOT/USD,349813856,1744791049,146246,7346893
DOT/USD,352390376,1744788411,146209,7346728
DOT/USD,354429160,1744784088,146177,7346438
DOT/USD,352632140,1744781088,146161,7346238
DOT/USD,354932553,1744780248,146155,7346178
DOT/USD,353017070,1744777248,146143,7345979
DOT/USD,355032996,1744776649,146140,7345938
DOT/USD,356906666,1744773407,146115,7345723
DOT/USD,355129233,1744768008,146081,7345366
DOT/USD,353316589,1744765848,146076,7345224
DOT/USD,351518223,1744765248,146069,7345184
DOT/USD,353465548,1744763327,146064,7345041
DOT/USD,351430696,1744761528,146054,7344902
DOT/USD,353513278,1744756727,146037,7344545
DOT/USD,355496721,1744755527,146034,7344456
DOT/USD,357421004,1744750248,145981,7344066
DOT/USD,359740503,1744748207,145952,7343917
DOT/USD,357897663,1744745327,145923,7343703
DOT/USD,359936447,1744742928,145910,7343531
DOT/USD,357982894,1744742207,145904,7343478
DOT/USD,356013907,1744741127,145901,7343396
DOT/USD,358209563,1744737887,145888,7343152
DOT/USD,360281032,1744732848,145868,7342771
DOT/USD,358348316,1744732368,145865,7342733
DOT/USD,360241010,1744731529,145854,7342669
DOT/USD,362459137,1744731287,145851,7342651
DOT/USD,365015357,1744730568,145839,7342600
DOT/USD,362999993,1744726853,145799,7342331
DOT/USD,367328210,1744725410,145768,7342221
DOT/USD,370243800,1744724447,145740,7342151
DOT/USD,367985448,1744722527,145721,7342011
DOT/USD,365777573,1744714247,145674,7341398
DOT/USD,363859949,1744713288,145665,7341329
DOT/USD,365414166,1744712207,145655,7341247
DOT/USD,367652977,1744711607,145653,7341204
DOT/USD,370242730,1744710888,145650,7341151
DOT/USD,372409760,1744708607,145636,7340983
DOT/USD,370006362,1744702367,145546,7340519
DOT/USD,368062547,1744700808,145536,7340404
DOT/USD,365557360,1744700327,145527,7340367
DOT/USD,361725330,1744700207,145526,7340357
DOT/USD,366230771,1744697567,145517,7340165
DOT/USD,368161392,1744693127,145500,7339832
DOT/USD,365947725,1744691327,145497,7339699
DOT/USD,367822150,1744690127,145494,7339615
DOT/USD,369812306,1744689407,145492,7339567
DOT/USD,367897963,1744687607,145487,7339435
DOT/USD,365943603,1744685568,145482,7339285
DOT/USD,364006559,1744684607,145480,7339214
DOT/USD,365859028,1744684128,145475,7339180
DOT/USD,368256851,1744680532,145465,7338914
DOT/USD,366243848,1744679327,145460,7338827
DOT/USD,368474163,1744677287,145429,7338675
DOT/USD,366483563,1744674407,145423,7338457
DOT/USD,368420329,1744672728,145419,7338339
DOT/USD,370280537,1744667567,145390,7337953
DOT/USD,368350911,1744666847,145379,7337897
DOT/USD,370581388,1744665887,145349,7337824
DOT/USD,372544400,1744661568,145312,7337509
DOT/USD,374423315,1744657367,145272,7337200
DOT/USD,372375949,1744656527,145259,7337135
DOT/USD,374746703,1744653767,145232,7336923
DOT/USD,372708641,1744651487,145226,7336755
DOT/USD,370259988,1744647528,145179,7336461
DOT/USD,368307814,1744647167,145176,7336433
DOT/USD,370612581,1744645249,145149,7336289
DOT/USD,374139770,1744644528,145134,7336238
DOT/USD,376271442,1744643088,145125,7336136
DOT/USD,378471283,1744642127,145107,7336062
DOT/USD,375882836,1744641527,145089,7336021
DOT/USD,373619963,1744640207,145078,7335923
DOT/USD,371681502,1744638768,145074,7335819
DOT/USD,369616662,1744638528,145073,7335802
DOT/USD,372125290,1744637687,145062,7335741
DOT/USD,374505320,1744637447,145059,7335722
DOT/USD,376433939,1744635767,145056,7335593
DOT/USD,374386154,1744635408,145054,7335567
DOT/USD,376627099,1744633247,145026,7335405
DOT/USD,378809957,1744632652,145020,7335363
DOT/USD,376920174,1744628927,144902,7335082
DOT/USD,374383806,1744627492,144873,7334975
DOT/USD,372393472,1744626899,144860,7334929
DOT/USD,372362736,1744626887,144858,7334928
DOT/USD,370352975,1744626167,144850,7334875
DOT/USD,367578136,1744625447,144839,7334821
DOT/USD,365063440,1744623407,144798,7334668
DOT/USD,366924357,1744619327,144780,7334362
DOT/USD,364989960,1744618487,144778,7334298
DOT/USD,367068660,1744617767,144773,7334244
DOT/USD,365128178,1744614287,144656,7333983
DOT/USD,367151353,1744613807,144611,7333948
DOT/USD,369543738,1744609607,144421,7333642
DOT/USD,371473537,1744604927,144401,7333302
DOT/USD,369451491,1744602168,144381,7333104
DOT/USD,371590608,1744599888,144360,7332935
DOT/USD,373648819,1744598447,144340,7332830
DOT/USD,376114396,1744598088,144309,7332800
DOT/USD,373406210,1744597967,144299,7332792
DOT/USD,370914421,1744597727,144282,7332775
DOT/USD,368914064,1744597487,144272,7332755
DOT/USD,367071451,1744595687,144241,7332621
DOT/USD,369615901,1744592807,144198,7332407
DOT/USD,371500572,1744591727,144192,7332326
DOT/USD,373692683,1744590168,144166,7332210
DOT/USD,371383631,1744590047,144155,7332200
DOT/USD,369011285,1744589452,144145,7332156
DOT/USD,366227725,1744588607,144136,7332092
DOT/USD,363978200,1744585848,144130,7331899
DOT/USD,362002528,1744585247,144124,7331850
DOT/USD,364130429,1744584767,144123,7331814
DOT/USD,362021240,1744583807,144113,7331738
DOT/USD,364020408,1744582727,144093,7331656
DOT/USD,366169183,1744581287,144088,7331553
DOT/USD,364274206,1744580448,144053,7331491
DOT/USD,366388995,1744580327,144046,7331482
DOT/USD,368619067,1744578167,144016,7331323
DOT/USD,371150983,1744576608,143899,7331207
DOT/USD,373436413,1744576127,143843,7331171
DOT/USD,375456063,1744575287,143801,7331110
DOT/USD,373341391,1744574927,143790,7331084
DOT/USD,370999064,1744574207,143762,7331030
DOT/USD,368885973,1744573727,143750,7330997
DOT/USD,366845159,1744573368,143715,7330973
DOT/USD,369912011,1744573248,143700,7330963
DOT/USD,373122635,1744573127,143684,7330955
DOT/USD,376700601,1744572648,143670,7330920
DOT/USD,378774055,1744571087,143665,7330805
DOT/USD,380837977,1744569527,143629,7330684
DOT/USD,378599954,1744566888,143563,7330487
DOT/USD,376269637,1744566167,143545,7330433
DOT/USD,374244524,1744564848,143477,7330333
DOT/USD,371115728,1744561607,143418,7330086
DOT/USD,369057100,1744558727,143390,7329876
DOT/USD,366856169,1744556687,143383,7329726
DOT/USD,368982834,1744554887,143360,7329595
DOT/USD,366763242,1744552368,143329,7329417
DOT/USD,368962897,1744551887,143322,7329383
DOT/USD,371747205,1744550807,143309,7329302
DOT/USD,374197104,1744549128,143272,7329173
DOT/USD,372169924,1744547087,143269,7329018
DOT/USD,374418881,1744546127,143262,7328946
DOT/USD,372506910,1744543367,143247,7328742
DOT/USD,374698688,1744541452,143228,7328602
DOT/USD,371765065,1744540489,143208,7328529
DOT/USD,371999768,1744538327,143156,7328373
DOT/USD,370070956,1744537847,143151,7328338
DOT/USD,367754950,1744536047,143135,7328206
DOT/USD,365525839,1744533287,143112,7328002
DOT/USD,363487266,1744531367,143100,7327858
DOT/USD,365463355,1744526687,143083,7327511
DOT/USD,363616473,1744524287,143070,7327334
DOT/USD,365485139,1744522727,143061,7327220
DOT/USD,363616314,1744521287,143056,7327112
DOT/USD,365908241,1744517927,143037,7326865
DOT/USD,367833292,1744510727,143010,7326327
DOT/USD,369702752,1744508927,142996,7326191
DOT/USD,372065479,1744499327,142966,7325488
DOT/USD,374185490,1744497407,142953,7325346
DOT/USD,372284590,1744490447,142938,7324846
DOT/USD,370384446,1744486127,142923,7324526
DOT/USD,372323131,1744484208,142917,7324383
DOT/USD,370451765,1744481927,142908,7324216
DOT/USD,368475477,1744478087,142891,7323930
