1670112000000,5.49000000,5.50000000,5.49000000,5.50000000,1014.21000000,1670112299999,5577.84040000,19,982.75000000,5405.12500000,0
1670112300000,5.51000000,5.52000000,5.50000000,5.52000000,4119.95000000,1670112599999,22700.44870000,71,2504.28000000,13800.85240000,0
1670112600000,5.51000000,5.53000000,5.51000000,5.53000000,2182.97000000,1670112899999,12048.06030000,85,1570.80000000,8675.00360000,0
1670112900000,5.53000000,5.54000000,5.52000000,5.54000000,638.14000000,1670113199999,3529.03220000,19,622.17000000,3440.81810000,0
1670113200000,5.54000000,5.54000000,5.53000000,5.54000000,5438.74000000,1670113499999,30093.75580000,116,1835.88000000,10159.58050000,0
1670113500000,5.53000000,5.54000000,5.53000000,5.54000000,734.88000000,1670113799999,4070.29750000,13,641.11000000,3551.74940000,0
1670113800000,5.53000000,5.55000000,5.53000000,5.54000000,653.98000000,1670114099999,3621.38340000,22,481.19000000,2665.83260000,0
1670114100000,5.54000000,5.54000000,5.53000000,5.53000000,3821.78000000,1670114399999,21153.95640000,46,1672.74000000,9254.25220000,0
1670114400000,5.53000000,5.54000000,5.53000000,5.53000000,241.43000000,1670114699999,1336.88690000,5,177.90000000,985.56600000,0
1670114700000,5.53000000,5.53000000,5.53000000,5.53000000,2212.38000000,1670114999999,12234.46140000,27,618.45000000,3420.02850000,0
1670115000000,5.53000000,5.53000000,5.53000000,5.53000000,966.25000000,1670115299999,5343.36250000,19,440.34000000,2435.08020000,0
1670115300000,5.54000000,5.54000000,5.53000000,5.53000000,800.03000000,1670115599999,4425.09950000,11,379.53000000,2099.73450000,0
1670115600000,5.53000000,5.54000000,5.52000000,5.52000000,2415.31000000,1670115899999,13352.31040000,64,1299.82000000,7188.17690000,0
1670115900000,5.53000000,5.54000000,5.53000000,5.53000000,1072.37000000,1670116199999,5934.52820000,19,1072.37000000,5934.52820000,0
1670116200000,5.52000000,5.53000000,5.52000000,5.52000000,662.62000000,1670116499999,3658.07470000,13,41.23000000,228.00190000,0
1670116500000,5.52000000,5.53000000,5.52000000,5.53000000,3260.77000000,1670116799999,18000.30780000,62,800.03000000,4417.02300000,0
1670116800000,5.53000000,5.54000000,5.53000000,5.54000000,2868.24000000,1670117099999,15861.93540000,42,483.04000000,2671.77940000,0
1670117100000,5.54000000,5.56000000,5.54000000,5.55000000,4126.13000000,1670117399999,22889.54770000,113,2714.74000000,15057.24260000,0
1670117400000,5.54000000,5.55000000,5.54000000,5.55000000,7510.51000000,1670117699999,41609.73410000,63,1858.65000000,10298.42970000,0
1670117700000,5.54000000,5.55000000,5.54000000,5.54000000,749.67000000,1670117999999,4155.70910000,19,253.73000000,1408.20150000,0
