id,block_number,tkn_pair,oracle_price,time
173170,7467723,tBTC/USD,9546671989098,1746350973
173161,7467705,tBTC/USD,9484245181066,1746350731
172226,7465837,tBTC/USD,9572819082518,1746327330
172200,7465645,tBTC/USD,9641747193984,1746324932
172075,7464892,tBTC/USD,9570624396610,1746315573
171778,7463852,tBTC/USD,9627357745859,1746302493
171773,7463822,tBTC/USD,10515658001714,1746302132
171770,7463775,tBTC/USD,9618178652454,1746301530
171769,7463757,tBTC/USD,9536546170745,1746301292
169954,7460913,tBTC/USD,9608969145760,1746265538
168531,7458229,tBTC/USD,9638213409497,1746223165
168416,7457412,tBTC/USD,9689740209273,1746212841
168367,7457206,tBTC/USD,9740494743431,1746210210
168356,7456897,tBTC/USD,9687241999257,1746206371
168311,7456586,tBTC/USD,9736640926802,1746202467
168308,7456558,tBTC/USD,9683116135689,1746202102
168282,7456384,tBTC/USD,9754096983643,1746199897
168274,7456355,tBTC/USD,9658940850269,1746199523
168273,7456272,tBTC/USD,9746143056846,1746198452
168269,7456262,tBTC/USD,9658940850269,1746198329
168268,7456244,tBTC/USD,9750937955088,1746198095
168234,7455691,tBTC/USD,9697186827580,1746191251
168164,7454733,tBTC/USD,9648431636497,1746179133
168084,7453805,tBTC/USD,9641271347187,1746167492
167942,7452286,tBTC/USD,9691382190195,1746148532
167780,7450190,tBTC/USD,9637525780443,1746122370
167779,7450180,tBTC/USD,9704617482213,1746122243
167778,7450172,tBTC/USD,9637525780443,1746122134
167703,7449468,tBTC/USD,9704358058693,1746113260
167678,7449336,tBTC/USD,9615852248331,1746111574
167675,7449316,tBTC/USD,9696548257277,1746111330
167524,7448114,tBTC/USD,9600353884746,1746096148
167517,7448077,tBTC/USD,9544578898565,1746095661
167510,7448050,tBTC/USD,9596051074887,1746095307
167431,7447848,tBTC/USD,9531951988152,1746092745
167415,7447808,tBTC/USD,9521532144746,1746092254
167213,7445472,tBTC/USD,9458693627762,1746062850
167144,7444719,tBTC/USD,9410840431124,1746052893
167098,7444115,tBTC/USD,9462173474691,1746045081
166990,7443311,tBTC/USD,9412288670090,1746034894
166943,7442961,tBTC/USD,9350381437508,1746030454
166909,7442438,tBTC/USD,9400111025111,1746023892
166887,7442330,tBTC/USD,9329788019633,1746022547
166870,7442275,tBTC/USD,9382476504737,1746021864
166867,7442266,tBTC/USD,9535332908201,1746021746
166850,7442229,tBTC/USD,9377072507027,1746021271
166841,7442210,tBTC/USD,9299382227507,1746021028
166693,7441917,tBTC/USD,9410930071257,1746017425
166534,7441045,tBTC/USD,9475832122673,1746006361
166529,7441043,tBTC/USD,9475832122673,1746006333
166461,7440530,tBTC/USD,9426476499803,1745999850
166307,7439489,tBTC/USD,9478060104431,1745986769
166306,7439453,tBTC/USD,9534072266446,1745986290
166256,7439069,tBTC/USD,9457056825207,1745981492
166182,7438768,tBTC/USD,9404729784406,1745977764
166157,7438487,tBTC/USD,9465994073094,1745974292
166100,7437916,tBTC/USD,9403545093407,1745967090
166065,7437511,tBTC/USD,9454242028366,1745961932
165937,7437127,tBTC/USD,9506106420514,1745957132
165915,7436965,tBTC/USD,9555301011398,1745955090
165914,7436956,tBTC/USD,9491609581040,1745954961
165913,7436938,tBTC/USD,9554820653962,1745954732
165856,7436294,tBTC/USD,9490166092963,1745946447
165826,7436218,tBTC/USD,9538392764763,1745945491
165577,7434916,tBTC/USD,9486258950135,1745928570
165547,7434773,tBTC/USD,9534125868120,1745926416
165482,7434326,tBTC/USD,9471988046227,1745919937
165445,7434038,tBTC/USD,9462483921455,1745916330
165432,7433951,tBTC/USD,9511424029961,1745915253
165356,7433473,tBTC/USD,9460623217090,1745909130
165354,7433447,tBTC/USD,9614794953709,1745908772
165277,7432955,tBTC/USD,9422519407494,1745902652
165168,7431976,tBTC/USD,9471314263624,1745890053
165166,7431930,tBTC/USD,9521191408634,1745889453
165165,7431858,tBTC/USD,9459968391735,1745888491
165156,7431801,tBTC/USD,9509712247271,1745887771
165104,7430774,tBTC/USD,9451742148832,1745874690
165095,7430754,tBTC/USD,9388977931911,1745874445
165081,7430561,tBTC/USD,9475739086723,1745872053
164745,7429158,tBTC/USD,9369339459881,1745854305
164630,7428637,tBTC/USD,9446260664720,1745847816
164598,7428531,tBTC/USD,9501921242508,1745846493
164590,7428493,tBTC/USD,9580351499872,1745846011
164531,7427930,tBTC/USD,9531143450795,1745838922
164386,7427506,tBTC/USD,9480280264262,1745833545
164178,7426670,tBTC/USD,9443903841974,1745822850
164082,7425832,tBTC/USD,9385044030423,1745812050
163962,7425125,tBTC/USD,9317370600582,1745802811
163858,7424578,tBTC/USD,9367443108908,1745795609
163742,7423241,tBTC/USD,9417773439725,1745778689
163521,7421551,tBTC/USD,9360736118999,1745757570
163450,7420939,tBTC/USD,9407934325399,1745749886
163446,7420885,tBTC/USD,9460885326493,1745749169
163430,7420730,tBTC/USD,9403784059953,1745747146
163173,7418573,tBTC/USD,9398336282135,1745719656
163011,7417815,tBTC/USD,9459541828551,1745710163
163009,7417778,tBTC/USD,9516914901409,1745709691
163008,7417768,tBTC/USD,9418045421720,1745709569
163001,7417643,tBTC/USD,9493957021025,1745708008
162988,7417485,tBTC/USD,9440329323551,1745705974
162898,7416403,tBTC/USD,9391086768464,1745692048
162816,7415630,tBTC/USD,9446693255481,1745682330
162572,7413929,tBTC/USD,9397770715082,1745660735
162527,7413689,tBTC/USD,9412938872823,1745657617
162518,7413654,tBTC/USD,9490371046049,1745657179
162515,7413614,tBTC/USD,9439679707730,1745656703
162512,7413586,tBTC/USD,9391122651973,1745656340
162344,7412334,tBTC/USD,9446741045091,1745640330
162246,7411629,tBTC/USD,9497819270802,1745631091
162235,7411431,tBTC/USD,9430539481186,1745628443
162054,7409748,tBTC/USD,9483230656423,1745606489
162040,7409523,tBTC/USD,9433987079608,1745603619
162016,7409429,tBTC/USD,9551631482824,1745602411
161989,7409165,tBTC/USD,9489313491649,1745599053
161983,7409105,tBTC/USD,9442041299888,1745598323
161960,7408894,tBTC/USD,9511583299112,1745595621
161959,7408884,tBTC/USD,9462227728851,1745595494
161953,7408875,tBTC/USD,9523265677947,1745595383
161949,7408801,tBTC/USD,9462227728851,1745594419
161904,7408682,tBTC/USD,9513536244981,1745592986
161888,7408587,tBTC/USD,9437673928564,1745591763
161887,7408575,tBTC/USD,9486423823827,1745591616
161750,7407859,tBTC/USD,9427762782364,1745582494
161672,7407619,tBTC/USD,9378257336239,1745579370
161671,7407612,tBTC/USD,9310081467153,1745579249
161670,7407603,tBTC/USD,9386343405179,1745579132
161636,7407472,tBTC/USD,9336899236805,1745577444
161629,7407437,tBTC/USD,9415267279440,1745576969
161624,7407427,tBTC/USD,9336899236805,1745576842
161620,7407364,tBTC/USD,9415267279440,1745576010
161571,7407236,tBTC/USD,9336899236805,1745574344
161231,7405563,tBTC/USD,9329598811057,1745553329
161209,7405315,tBTC/USD,9268619753934,1745550210
160919,7404338,tBTC/USD,9351117141088,1745537866
160916,7404320,tBTC/USD,9264272339908,1745537620
160726,7402968,tBTC/USD,9338122323412,1745520571
160642,7402610,tBTC/USD,9290475171846,1745516005
160639,7402591,tBTC/USD,9238156072065,1745515767
160421,7401887,tBTC/USD,9307556779354,1745506772
160287,7401149,tBTC/USD,9255377747418,1745497291
160280,7400941,tBTC/USD,9208719996291,1745494649
160279,7400850,tBTC/USD,9260670812948,1745493451
160255,7400481,tBTC/USD,9205296659911,1745488651
160148,7399828,tBTC/USD,9195925622688,1745480250
160002,7398849,tBTC/USD,9244008039466,1745467532
159908,7397994,tBTC/USD,9311725460668,1745456610
159877,7397363,tBTC/USD,9360086054944,1745448569
159876,7397354,tBTC/USD,9257907934639,1745448449
159862,7397173,tBTC/USD,9307079402317,1745446171
159857,7396964,tBTC/USD,9359221344810,1745443530
159847,7396902,tBTC/USD,9409711335641,1745442691
159827,7396460,tBTC/USD,9334339948952,1745436930
159825,7396431,tBTC/USD,9286056533477,1745436572
159693,7395769,tBTC/USD,9359115962541,1745428171
159632,7395536,tBTC/USD,9311850139082,1745425293
159613,7395374,tBTC/USD,9261626891316,1745423136
159583,7395312,tBTC/USD,9172990468158,1745422346
159581,7395283,tBTC/USD,9227430937381,1745421991
159578,7395272,tBTC/USD,9387210580055,1745421855
159575,7395254,tBTC/USD,9260694916339,1745421624
159543,7395095,tBTC/USD,9320682314755,1745419651
159480,7394785,tBTC/USD,9387365543242,1745415622
159479,7394776,tBTC/USD,9438540538360,1745415500
159464,7394638,tBTC/USD,9382744301089,1745413771
159356,7393793,tBTC/USD,9334092793569,1745403093
159337,7393667,tBTC/USD,9403404055779,1745401532
159235,7393235,tBTC/USD,9384803522739,1745396134
159190,7393052,tBTC/USD,9328241785039,1745393732
159189,7393002,tBTC/USD,9394820948460,1745393123
159111,7392611,tBTC/USD,9336416524341,1745388091
159106,7392555,tBTC/USD,9394820948460,1745387370
159067,7392185,tBTC/USD,9324707288403,1745382689
159008,7391913,tBTC/USD,9270469097772,1745379091
158996,7391771,tBTC/USD,9317473459947,1745377169
158992,7391713,tBTC/USD,9256622235716,1745376455
158989,7391640,tBTC/USD,9305614104748,1745375423
158973,7391502,tBTC/USD,9257777823880,1745373575
158952,7391320,tBTC/USD,9322340842042,1745371220
158940,7391216,tBTC/USD,9252486321184,1745369843
158897,7390951,tBTC/USD,9332094272950,1745366251
158890,7390918,tBTC/USD,9238711204146,1745365762
158881,7390830,tBTC/USD,9326891817793,1745364576
158814,7390428,tBTC/USD,9255655404715,1745359468
158799,7390371,tBTC/USD,9148556569909,1745358732
158654,7389811,tBTC/USD,9098107171669,1745351241
158613,7389630,tBTC/USD,9149627208759,1745348850
158543,7389140,tBTC/USD,9096167976487,1745342613
158369,7388698,tBTC/USD,9044199771306,1745336898
158270,7388528,tBTC/USD,9095342618378,1745334752
158222,7388430,tBTC/USD,9045685017529,1745333537
158216,7388415,tBTC/USD,8926153444788,1745333292
158169,7388221,tBTC/USD,9008782856097,1745330857
158165,7388197,tBTC/USD,8962622129073,1745330541
158159,7388157,tBTC/USD,9012274330737,1745330061
158141,7388004,tBTC/USD,8941899549734,1745328098
158135,7387927,tBTC/USD,8888071151843,1745327133
158133,7387863,tBTC/USD,8834603350896,1745326291
158124,7387823,tBTC/USD,8881753428395,1745325814
158096,7387288,tBTC/USD,8830423484197,1745318970
158079,7387231,tBTC/USD,8781942130191,1745318252
158064,7386993,tBTC/USD,8845386328580,1745315137
157850,7385430,tBTC/USD,8806120668234,1745294969
157815,7384992,tBTC/USD,8762268812064,1745289453
157782,7384688,tBTC/USD,8816238055745,1745285494
157740,7384425,tBTC/USD,8749073670531,1745282009
157738,7384417,tBTC/USD,8686011506363,1745281891
157736,7384354,tBTC/USD,8769527664214,1745281051
157727,7384282,tBTC/USD,8710484780428,1745280081
157726,7384272,tBTC/USD,8757455649728,1745279969
157634,7383596,tBTC/USD,8703804170242,1745271080
157633,7383570,tBTC/USD,8532733385626,1745270720
157600,7383227,tBTC/USD,8709222820566,1745266288
157594,7383142,tBTC/USD,8532733385626,1745265209
157491,7382440,tBTC/USD,8686343902701,1745256023
157478,7382430,tBTC/USD,8799537988217,1745255898
157468,7382422,tBTC/USD,8715484135584,1745255786
157459,7382412,tBTC/USD,8799537988217,1745255655
157449,7382402,tBTC/USD,8667127292747,1745255537
157433,7382364,tBTC/USD,8731213500478,1745255060
157310,7381813,tBTC/USD,8786988332346,1745247934
157305,7381767,tBTC/USD,8704182456371,1745247377
157285,7381692,tBTC/USD,8824894806088,1745246423
157229,7381605,tBTC/USD,8742449843455,1745245315
157101,7380975,tBTC/USD,8696443399291,1745237370
157082,7380801,tBTC/USD,8638644367943,1745235209
156983,7380322,tBTC/USD,8715002890113,1745228848
156951,7380227,tBTC/USD,8722026452617,1745227644
156934,7380154,tBTC/USD,8773491265232,1745226690
156825,7379679,tBTC/USD,8725646819662,1745220449
156820,7379650,tBTC/USD,8645417851309,1745220080
156819,7379643,tBTC/USD,8839426502276,1745219969
156741,7379063,tBTC/USD,8732870155367,1745212527
156721,7378870,tBTC/USD,8677304276191,1745209890
156640,7378366,tBTC/USD,8729710941426,1745203173
156555,7377979,tBTC/USD,8671087642033,1745197893
156543,7377841,tBTC/USD,8627103994062,1745196028
156534,7377776,tBTC/USD,8516679019429,1745195132
156517,7377353,tBTC/USD,8460862088223,1745189608
156516,7377285,tBTC/USD,8409630341101,1745188770
156386,7376645,tBTC/USD,8470172359376,1745180615
156368,7376467,tBTC/USD,8426374149843,1745178327
156367,7376457,tBTC/USD,8321780171578,1745178208
156295,7375702,tBTC/USD,8439278043816,1745168488
156268,7375422,tBTC/USD,8387590086509,1745164890
156138,7374258,tBTC/USD,8429802599857,1745149773
156136,7374203,tBTC/USD,8373596622043,1745149049
156130,7374020,tBTC/USD,8424558332107,1745146659
156101,7373968,tBTC/USD,8379760577298,1745145955
156088,7373728,tBTC/USD,8443492953895,1745142811
156083,7373696,tBTC/USD,8371679827563,1745142358
156080,7373695,tBTC/USD,8371679827563,1745142329
156044,7373430,tBTC/USD,8452009222771,1745138970
156042,7373420,tBTC/USD,7891937849016,1745138849
155997,7372976,tBTC/USD,8437162956338,1745133089
155937,7372592,tBTC/USD,8485638376792,1745128050
155902,7372349,tBTC/USD,8531307705617,1745124808
155770,7371042,tBTC/USD,8480675749823,1745107410
155769,7371033,tBTC/USD,8433923151581,1745107289
155752,7370950,tBTC/USD,8507196307477,1745106203
155732,7370895,tBTC/USD,8440863131314,1745105491
155726,7370885,tBTC/USD,8507196307477,1745105363
155724,7370869,tBTC/USD,8440863131314,1745105130
155600,7370229,tBTC/USD,8513884720419,1745096608
155597,7370164,tBTC/USD,8462092657099,1745095771
155487,7369340,tBTC/USD,8511247191623,1745085086
155467,7369065,tBTC/USD,8459957141592,1745081610
155248,7367804,tBTC/USD,8507315112804,1745065410
155247,7367775,tBTC/USD,8445206454722,1745065051
155129,7367073,tBTC/USD,8522430509101,1745056050
155114,7367018,tBTC/USD,8518580665841,1745055329
154980,7365590,tBTC/USD,8475859965483,1745037206
154977,7365570,tBTC/USD,8426075895517,1745036967
154963,7365246,tBTC/USD,8489986801178,1745032769
154847,7363519,tBTC/USD,8422086816691,1745010687
154845,7363482,tBTC/USD,8376024718612,1745010210
154805,7363175,tBTC/USD,8437399211945,1745006241
154799,7363167,tBTC/USD,8327449229691,1745006128
154766,7362966,tBTC/USD,8401238631339,1745003490
154753,7362862,tBTC/USD,8454897126466,1745002170
154748,7362815,tBTC/USD,8408600309196,1745001568
154738,7362739,tBTC/USD,8462737154357,1745000608
154488,7361889,tBTC/USD,8397831167249,1744989689
154481,7361812,tBTC/USD,8440440395957,1744988728
154480,7361797,tBTC/USD,8390653225358,1744988489
154389,7360618,tBTC/USD,8433650982789,1744973368
154387,7360590,tBTC/USD,8380900888265,1744973011
154320,7360327,tBTC/USD,8423941243789,1744969531
153882,7356893,tBTC/USD,8465725223963,1744925850
153714,7356289,tBTC/USD,8418849167891,1744918047
153595,7355897,tBTC/USD,8488723340146,1744913010
153226,7355149,tBTC/USD,8445863733382,1744903402
153065,7354825,tBTC/USD,8391638415151,1744899212
152849,7354184,tBTC/USD,8445165263006,1744891041
152540,7353731,tBTC/USD,8402101196937,1744885170
152520,7353646,tBTC/USD,8464891340344,1744884089
152519,7353580,tBTC/USD,8408604514446,1744883248
152467,7353428,tBTC/USD,8422646995286,1744881331
152189,7352945,tBTC/USD,8466925361703,1744875210
151869,7352469,tBTC/USD,8421902599148,1744868968
151585,7351878,tBTC/USD,8374242404850,1744861169
150851,7350473,tBTC/USD,8422259490077,1744841964
150849,7350464,tBTC/USD,8467515923372,1744841848
150357,7349914,tBTC/USD,8421063037679,1744834409
150114,7349698,tBTC/USD,8374488539947,1744831530
149919,7349471,tBTC/USD,8420160180927,1744828472
149881,7349443,tBTC/USD,8374003433254,1744828104
149871,7349433,tBTC/USD,8461937463655,1744827977
149855,7349424,tBTC/USD,8374695913634,1744827870
149835,7349409,tBTC/USD,8461937463655,1744827623
149704,7349264,tBTC/USD,8404105200128,1744825663
149685,7349236,tBTC/USD,8456121705819,1744825294
149549,7349107,tBTC/USD,8503221554991,1744823489
149401,7348913,tBTC/USD,8460695821770,1744820850
149210,7348678,tBTC/USD,8504258938105,1744817615
148954,7348512,tBTC/USD,8461407657109,1744815332
148832,7348430,tBTC/USD,8416818132414,1744814132
147160,7347268,tBTC/USD,8363848081238,1744796735
146541,7347022,tBTC/USD,8371549341178,1744793012
146215,7346744,tBTC/USD,8311717541175,1744788690
146184,7346672,tBTC/USD,8365325747645,1744787609
146164,7346260,tBTC/USD,8322181971538,1744781417
146158,7346224,tBTC/USD,8368103009315,1744780891
146146,7346022,tBTC/USD,8321381796301,1744777889
146122,7345765,tBTC/USD,8367328749384,1744774043
146121,7345757,tBTC/USD,8285884834028,1744773929
146120,7345735,tBTC/USD,8367328749384,1744773564
146113,7345713,tBTC/USD,8319642487777,1744773211
146112,7345705,tBTC/USD,8361996251514,1744773092
146107,7345691,tBTC/USD,8240167908909,1744772851
146095,7345626,tBTC/USD,8367351438439,1744771889
146057,7344969,tBTC/USD,8322066691698,1744762411
146052,7344842,tBTC/USD,8370475279435,1744760721
146051,7344824,tBTC/USD,8320350928895,1744760489
145925,7343716,tBTC/USD,8377062087510,1744745499
145922,7343697,tBTC/USD,8427162078236,1744745250
145920,7343645,tBTC/USD,8384414466362,1744744529
145893,7343312,tBTC/USD,8438081138402,1744739970
145883,7342896,tBTC/USD,8496481403156,1744734450
145866,7342745,tBTC/USD,8443322185169,1744732526
145813,7342372,tBTC/USD,8492754161683,1744727426
145805,7342347,tBTC/USD,8550482910766,1744727067
145774,7342246,tBTC/USD,8609332949201,1744725746
145643,7341110,tBTC/USD,8542155200784,1744710332
145505,7339925,tBTC/USD,8539804975523,1744694360
145486,7339368,tBTC/USD,8496017237242,1744686689
145448,7338729,tBTC/USD,8451264450361,1744678050
145427,7338642,tBTC/USD,8407535763188,1744676849
145421,7338375,tBTC/USD,8454630116216,1744673251
145418,7338333,tBTC/USD,8400193210549,1744672651
145319,7337582,tBTC/USD,8444648001791,1744662570
145238,7336972,tBTC/USD,8488076063350,1744654401
145168,7336367,tBTC/USD,8431324697266,1744646301
145161,7336332,tBTC/USD,8508627743165,1744645827
145150,7336296,tBTC/USD,8416425514706,1744645342
145137,7336250,tBTC/USD,8461182308381,1744644693
145133,7336224,tBTC/USD,8519960199762,1744644327
145127,7336161,tBTC/USD,8442834259671,1744643385
145120,7336111,tBTC/USD,8497701654073,1744642771
145108,7336066,tBTC/USD,8545069783026,1744642173
145096,7336033,tBTC/USD,8488616012538,1744641695
145063,7335761,tBTC/USD,8440697008626,1744637966
145055,7335570,tBTC/USD,8488260420259,1744635450
145053,7335561,tBTC/USD,8423507893751,1744635333
145040,7335451,tBTC/USD,8482360281781,1744633881
144847,7334869,tBTC/USD,8430974755246,1744626083
144845,7334851,tBTC/USD,8347145786291,1744625844
144815,7334708,tBTC/USD,8405172225392,1744623943
144379,7333008,tBTC/USD,8441510126926,1744600889
144345,7332841,tBTC/USD,8508274499479,1744598610
144329,7332814,tBTC/USD,8460449791666,1744598256
144197,7332392,tBTC/USD,8408378968733,1744592609
144194,7332347,tBTC/USD,8454659240798,1744592008
144193,7332337,tBTC/USD,8352953668707,1744591888
144173,7332264,tBTC/USD,8470048484102,1744590929
144167,7332213,tBTC/USD,8417645841192,1744590214
144140,7332131,tBTC/USD,8316008976827,1744589129
144139,7332115,tBTC/USD,8359524437284,1744588888
144138,7332096,tBTC/USD,8299263030203,1744588649
144134,7331950,tBTC/USD,8349696400770,1744586609
144133,7331942,tBTC/USD,8210341605271,1744586489
143989,7331269,tBTC/USD,8313687657942,1744577488
143825,7331131,tBTC/USD,8395763410633,1744575570
143763,7331034,tBTC/USD,8349505358336,1744574249
143745,7330995,tBTC/USD,8297745874393,1744573697
143731,7330984,tBTC/USD,8387632039606,1744573548
143588,7330544,tBTC/USD,8439662673627,1744567649
143569,7330499,tBTC/USD,8484263099838,1744567049
143560,7330472,tBTC/USD,8415864529023,1744566688
143483,7330366,tBTC/USD,8458560872333,1744565246
143480,7330345,tBTC/USD,8331671398770,1744565016
143404,7330012,tBTC/USD,8397329651996,1744560568
143330,7329420,tBTC/USD,8353631665331,1744552412
143249,7328781,tBTC/USD,8407257865438,1744543889
143147,7328318,tBTC/USD,8450704609897,1744537539
143039,7326929,tBTC/USD,8428063421925,1744518808
143015,7326521,tBTC/USD,8497416282884,1744513288
143012,7326405,tBTC/USD,8437204673273,1744511729
143003,7326277,tBTC/USD,8489285655899,1744510048
142982,7325976,tBTC/USD,8532176999514,1744505968
142980,7325897,tBTC/USD,8485673836578,1744504889
142978,7325879,tBTC/USD,8536131508339,1744504642
142977,7325871,tBTC/USD,8485673836578,1744504521
142936,7324832,tBTC/USD,8531193087262,1744490250
142932,7324655,tBTC/USD,8463337421385,1744487849
142918,7324386,tBTC/USD,8506207180489,1744484249
142877,7323863,tBTC/USD,8443218171406,1744477160
142818,7323447,tBTC/USD,8497659957605,1744471529
142814,7323413,tBTC/USD,8436234607694,1744471051
142788,7323236,tBTC/USD,8480335328351,1744468524
142769,7323113,tBTC/USD,8431809556062,1744466849
142746,7323007,tBTC/USD,8381838479838,1744465411
142735,7322947,tBTC/USD,8335956134682,1744464569
142720,7322911,tBTC/USD,8389794724423,1744464089
142635,7321984,tBTC/USD,8327969656154,1744451146
142627,7321837,tBTC/USD,8348549050527,1744449209
142626,7321810,tBTC/USD,8301553203038,1744448849
142562,7320869,tBTC/USD,8345645524925,1744436008
142541,7320461,tBTC/USD,8303312844363,1744430488
142537,7320354,tBTC/USD,8253101351951,1744429048
142525,7320208,tBTC/USD,8305636454077,1744427009
142515,7320175,tBTC/USD,8253118281047,1744426528
142513,7320088,tBTC/USD,8295544879909,1744425328
142512,7320051,tBTC/USD,8252473904060,1744424848
142488,7319221,tBTC/USD,8298093031661,1744413688
142449,7318782,tBTC/USD,8347607081633,1744407683
142444,7318720,tBTC/USD,8390488195514,1744406849
142311,7317766,tBTC/USD,8345368243034,1744393770
142306,7317731,tBTC/USD,8296335874318,1744393293
142292,7317505,tBTC/USD,8253043805338,1744390280
142257,7317152,tBTC/USD,8200814731096,1744385488
142226,7316888,tBTC/USD,8156508530781,1744381770
142214,7316786,tBTC/USD,8234637137331,1744380448
142204,7316694,tBTC/USD,8281630184675,1744379132
142196,7316675,tBTC/USD,8230175568542,1744378895
142145,7316271,tBTC/USD,8181851379286,1744373392
142095,7316025,tBTC/USD,8225331718887,1744370009
142082,7315881,tBTC/USD,8270492350391,1744368081
142026,7315639,tBTC/USD,8205344300651,1744364844
142005,7315576,tBTC/USD,8161861974328,1744363942
141909,7315125,tBTC/USD,8109505671250,1744357814
141888,7314662,tBTC/USD,8069110892487,1744351581
141873,7314505,tBTC/USD,8028561227601,1744349415
141865,7314423,tBTC/USD,8023521374007,1744348334
141859,7314201,tBTC/USD,8071996698359,1744345334
141830,7313690,tBTC/USD,8023353179589,1744338495
141829,7313682,tBTC/USD,7967354988271,1744338383
141822,7313586,tBTC/USD,8012822866527,1744337084
141777,7313471,tBTC/USD,7972675897838,1744335493
141743,7313226,tBTC/USD,7911621361857,1744332141
141679,7313012,tBTC/USD,7958757946412,1744329262
141677,7312963,tBTC/USD,7918130582270,1744328563
141675,7312919,tBTC/USD,7922620748485,1744327934
141550,7311983,tBTC/USD,7968631001485,1744315223
141463,7311461,tBTC/USD,7918972851212,1744308276
141443,7311362,tBTC/USD,7914623682265,1744306934
141433,7311257,tBTC/USD,7857578286475,1744305494
141422,7311176,tBTC/USD,7907064975372,1744304435
141416,7311113,tBTC/USD,7898515029247,1744303596
141413,7311090,tBTC/USD,7886223086515,1744303234
141408,7311063,tBTC/USD,7832984634074,1744302854
141321,7310960,tBTC/USD,7877959578828,1744301422
141318,7310917,tBTC/USD,7819291471425,1744300822
141315,7310899,tBTC/USD,7860451846064,1744300582
141285,7310854,tBTC/USD,7915005582737,1744299981
141245,7310749,tBTC/USD,8019792883862,1744298535
141232,7310695,tBTC/USD,8095293838122,1744297834
141229,7310684,tBTC/USD,8084082313324,1744297694
141221,7310571,tBTC/USD,8127313680652,1744296135
141214,7310530,tBTC/USD,8078951658845,1744295554
141191,7310379,tBTC/USD,8098406529255,1744293381
141167,7310342,tBTC/USD,8051396357061,1744292894
141158,7310327,tBTC/USD,8097502587660,1744292663
141151,7310293,tBTC/USD,8138714064162,1744292181
141144,7310276,tBTC/USD,8213101875120,1744291942
141120,7310061,tBTC/USD,8161696532037,1744289054
141112,7310017,tBTC/USD,8212572180720,1744288454
141039,7309672,tBTC/USD,8145742117448,1744283782
140953,7309202,tBTC/USD,8159072276697,1744277174
140938,7309141,tBTC/USD,8108476944849,1744276334
140915,7308859,tBTC/USD,8156372659116,1744272382
140882,7308742,tBTC/USD,8112392701946,1744270694
140852,7308593,tBTC/USD,8190326086370,1744268541
140851,7308583,tBTC/USD,8122746031248,1744268422
140825,7308190,tBTC/USD,8194396737399,1744263030
140806,7308049,tBTC/USD,8179656460532,1744261102
140773,7307778,tBTC/USD,8133946340911,1744257374
140771,7307761,tBTC/USD,8075684885108,1744257142
140770,7307743,tBTC/USD,8152882783217,1744256893
140766,7307697,tBTC/USD,8111601259195,1744256293
140725,7307563,tBTC/USD,8171286968235,1744254502
140674,7307014,tBTC/USD,8220821187499,1744247062
140667,7306979,tBTC/USD,8177779229805,1744246577
140665,7306962,tBTC/USD,8130553991945,1744246342
140644,7306893,tBTC/USD,8183176951099,1744245382
140599,7306548,tBTC/USD,8244408841490,1744240701
140496,7306121,tBTC/USD,8297123950687,1744234814
140482,7306094,tBTC/USD,8356982879180,1744234462
140471,7306078,tBTC/USD,8312314108462,1744234221
140470,7306060,tBTC/USD,8270781337396,1744233981
140422,7305976,tBTC/USD,8327360978565,1744232782
140385,7305886,tBTC/USD,8234321203656,1744231575
140347,7305641,tBTC/USD,8192576263451,1744228222
140340,7305579,tBTC/USD,8234385753357,1744227382
140290,7305422,tBTC/USD,8189975687659,1744225341
140189,7305240,tBTC/USD,8231342914590,1744222814
140169,7305213,tBTC/USD,8129316400636,1744222454
140154,7305187,tBTC/USD,8172276663683,1744222102
140147,7305172,tBTC/USD,8216971948131,1744221855
140142,7305165,tBTC/USD,8146573850733,1744221735
140127,7305156,tBTC/USD,8073738930038,1744221623
140114,7305147,tBTC/USD,8132406422371,1744221508
140076,7305064,tBTC/USD,8083187696557,1744220434
140075,7305054,tBTC/USD,7864476082528,1744220313
140072,7305046,tBTC/USD,8083187696557,1744220194
140061,7305029,tBTC/USD,7864476082528,1744219944
140057,7305018,tBTC/USD,7922270713374,1744219830
140017,7304984,tBTC/USD,7792048364519,1744219335
140004,7304921,tBTC/USD,7832635044487,1744218494
139972,7304804,tBTC/USD,7781773462054,1744216815
139909,7304601,tBTC/USD,7721593485974,1744214054
139907,7304559,tBTC/USD,7677652265892,1744213462
139892,7304489,tBTC/USD,7720136740841,1744212501
139891,7304482,tBTC/USD,7661665382681,1744212382
139880,7304406,tBTC/USD,7719262260996,1744211302
139871,7304372,tBTC/USD,7679282714619,1744210819
139852,7304293,tBTC/USD,7731913430502,1744209741
139851,7304276,tBTC/USD,7780002548354,1744209494
139830,7304145,tBTC/USD,7723691226526,1744207702
139827,7304118,tBTC/USD,7765074260855,1744207342
139820,7304081,tBTC/USD,7722390709211,1744206862
139816,7304055,tBTC/USD,7673231863657,1744206502
139813,7304037,tBTC/USD,7750733573347,1744206262
139795,7304019,tBTC/USD,7704993222833,1744206014
139733,7303851,tBTC/USD,7658648684498,1744203741
139724,7303797,tBTC/USD,7620294548677,1744203015
139723,7303791,tBTC/USD,7557977808351,1744202902
139705,7303723,tBTC/USD,7608376272585,1744201943
